,Artist_Name,Track_Name,Popularity,danceability,energy,loudness,mode,speechiness,acousticness,liveness,valence,tempo,time_signature,Genre,duration_in_min
188,Icon of Sin,Virtual Empire,33.0,0.494,0.958,-7.765,0,0.0511,0.0361,0.387,0.313,145.055,4.0,8.0,5.882383333333333
189,Spirit Adrift,Supernaut,32.0,0.425,0.925,-6.246,1,0.105,2.22e-05,0.0973,0.313,118.066,4.0,8.0,4.7163
190,Eric B. & Rakim,Microphone Fiend,48.0,0.586,0.795,-8.71,1,0.258,0.354,0.187,0.694,94.101,4.0,5.0,5.243333333333333
191,"Kayla Nicole, Taylor Girlz",Bundles (feat. Taylor Girlz),78.0,0.939,0.682,-5.931,1,0.306,0.00152,0.0552,0.584,130.022,4.0,9.0,2.5801
192,The Rapture,How Deep Is Your Love?,52.0,0.472,0.826,-3.938,0,0.0594,0.000617,0.187,0.132,122.326,4.0,10.0,6.432
193,A Day To Remember,All I Want,64.0,0.349,0.981,-3.228,0,0.141,2.58e-05,0.343,0.207,160.042,4.0,10.0,3.3773333333333335
194,Morgan Evans,Love Is Real,58.0,0.645,0.732,-5.089,1,0.0453,0.00853,0.198,0.708,95.02,4.0,4.0,2.716216667
195,Wilco,Random Name Generator,39.0,0.621,0.962,-6.469,1,0.0454,0.282,0.132,0.653,143.99,4.0,6.0,3.8248166666666665
196,DOECHII,Yucky Blucky Fruitcake,71.0,0.597,0.617,-7.482,0,0.282,0.463,0.66,0.889,97.923,4.0,9.0,4.592
197,Brothers Osborne,I Don't Remember Me (Before You),61.0,0.614,0.614,-7.497,0,0.0314,0.104,0.104,0.598,146.03,4.0,4.0,3.211333333
198,Zero 9:36,Come Thru,51.0,0.613,0.86,-4.065,1,0.0425,0.0247,0.438,0.638,93.042,4.0,10.0,2.9537833333333334
199,Róisín O,Lose You to Love Me,47.0,0.349,0.0929,-15.315,1,0.0529,0.944,0.0864,0.293,176.177,3.0,0.0,3.96591667
200,DIIV,Skin Game,43.0,0.484,0.754,-6.326,0,0.0383,0.00011,0.123,0.399,124.971,4.0,10.0,4.42445
201,The Swellers,The Best I Ever Had,49.0,0.359,0.983,-3.69,0,0.0864,9.09e-05,0.335,0.486,193.042,4.0,10.0,3.9926666666666666
202,Emery,Walls,46.0,0.274,0.915,-5.259,0,0.167,0.0139,0.161,0.419,169.161,4.0,10.0,3.3951166666666666
203,Lionel Richie,Stuck On You - Live,22.0,0.439,0.682,-9.044,1,0.042,0.113,0.973,0.345,142.113,4.0,9.0,4.33955
204,Foo Fighters,All My Life,73.0,0.577,0.604,-5.703,1,0.0495,0.000218,0.477,0.637,167.719,4.0,10.0,4.390666666666666
205,Gucci Mane,Jumped Out the Whip (feat. A$AP Rocky),43.0,0.811,0.46,-5.924,1,0.351,0.0694,0.13,0.4,141.937,4.0,5.0,3.6062166666666666
206,"Luiz Bonfá, Panos Megarchiotis",Passeio No Rio - Arranged by Carlos Barbosa-Lima,40.0,0.571,0.158,-16.835,1,0.0779,0.964,0.108,0.308,114.315,4.0,7.0,3.068233333
207,Concha Piquer,Ojos verdes,35.0,0.658,0.12,-9.397,0,0.136,0.983,0.101,0.278,104.208,3.0,9.0,3.30355
208,Supergrass,"Tales of Endurance, Pt. 4, 5 & 6",53.0,0.282,0.648,-7.604,0,0.0291,0.012,0.216,0.117,91.536,4.0,1.0,5.523783333333333
209,The New Respects,Trouble,43.0,0.516,0.7,-5.621,1,0.0631,0.0182,0.689,0.343,147.914,4.0,10.0,3.38645
210,Julia Jacklin,Pressure To Party,48.0,0.471,0.811,-3.956,1,0.0389,0.000125,0.117,0.37,141.967,4.0,6.0,3.03845
211,Little G Weevil,Apple Picker (Acoustic),37.0,0.692,0.102,-11.721,1,0.061,0.818,0.337,0.475,114.136,4.0,2.0,5.6143833333333335
212,Lazy Queen,Self-care 101,17.0,0.415,0.774,-6.445,1,0.041,0.00403,0.205,0.466,87.415,4.0,10.0,5.342033333333333
213,No Somos Marineros,Los Bajos Fondos,33.0,0.483,0.603,-9.907,1,0.0386,0.348,0.0911,0.0907,179.392,3.0,10.0,2.8851166666666668
214,Ghost Town Blues Band,Tip of My Hat (Live),33.0,0.799,0.73,-6.648,1,0.0414,0.29,0.975,0.898,120.336,4.0,2.0,4.4775
215,"Keethan, Pavitra Krishnan, Shravan Sridhar",Seher,34.0,0.315,0.565,-8.667,1,0.0369,0.65,0.107,0.0617,99.49,4.0,0.0,3.48
216,Amaranthe,Archangel,60.0,0.407,0.967,-7.104,1,0.0666,0.000316,0.089,0.227,180.027,4.0,8.0,3.38955
217,Acollective,Happiest of All Memorial Days,37.0,0.412,0.51,-8.276,0,0.0298,0.348,0.0787,0.23,147.904,4.0,6.0,4.6848833333333335
218,No Memories of Tomorrow,Graeme James,8.0,0.579,0.304,-14.271,0,0.0301,0.751,0.129,0.479,129.867,4.0,0.0,4.34655
219,The All-American Rejects,"Swing, Swing",68.0,0.553,0.717,-5.857,1,0.0318,6.48e-05,0.0385,0.318,127.947,4.0,9.0,3.887783333333333
220,Nattali Rize,Indestructible,41.0,0.845,0.681,-4.693,0,0.111,0.265,0.0519,0.654,86.001,4.0,10.0,3.0615666666666668
221,Apoorva Krishna,Tinky Winky,13.0,0.293,0.877,-4.172,1,0.0486,0.0849,0.0787,0.87,171.47,4.0,6.0,5.2964
222,Ronnie Robinson Trio,Pent-Up House,38.0,0.674,0.335,-13.903,1,0.0444,0.885,0.101,0.662,168.741,3.0,7.0,2.303233333
223,Tay Money,Asthma Pump (with Flo Milli),65.0,0.908,0.663,-4.032,1,0.359,0.0163,0.287,0.399,119.983,4.0,5.0,2.9828833333333336
224,Allegaeon,Concerto in Dm,35.0,0.556,0.969,-3.778,1,0.0402,0.000119,0.378,0.325,103.994,4.0,8.0,7.350583333333334
225,Quami,Squeeze Me,17.0,0.694,0.907,-3.854,1,0.0458,0.0765,0.13,0.573,114.98,4.0,5.0,4.843333333333334
226,Oasis,Whatever,56.0,0.247,0.913,-2.437,1,0.0388,0.0418,0.257,0.34,91.157,4.0,6.0,6.3711166666666665
227,Ghost Iris,Coda,43.0,0.489,0.994,-2.236,0,0.113,2.05e-05,0.333,0.218,90.015,4.0,8.0,4.05
228,Slowdive,Alison,60.0,0.276,0.449,-11.428,1,0.0375,0.00782,0.108,0.278,101.687,4.0,6.0,3.8497833333333333
229,Billie Eilish,I Didn't Change My Number,77.0,0.849,0.48,-5.835,1,0.226,0.612,0.295,0.677,142.021,4.0,9.0,2.64105
230,Garbage,Wolves - Edit,18.0,0.484,0.956,-6.388,0,0.0357,2.59e-05,0.257,0.643,145.004,4.0,10.0,3.6590166666666666
231,Britney Spears,Liar,40.0,0.59,0.776,-5.272,0,0.0705,0.00705,0.414,0.81,159.946,4.0,9.0,3.276883333
232,Ruff Sqwad,Functions On the Low,37.0,0.737,0.649,-7.709,0,0.142,0.816,0.201,0.579,139.961,4.0,5.0,4.701116666666667
233,Manal,Casa Con Diez Pinos,34.0,0.528,0.563,-6.975,1,0.041,0.706,0.149,0.652,168.403,3.0,2.0,4.241116666666667
234,The Black Keys,Little Black Submarines,67.0,0.365,0.466,-7.514,1,0.0418,0.161,0.106,0.487,95.163,4.0,10.0,4.187783333333333
235,Noah Cyrus,July,83.0,0.708,0.186,-8.953,0,0.042,0.868,0.0779,0.322,72.541,4.0,9.0,2.601766666666667
236,Tomberlin,Wasted,55.0,0.765,0.563,-9.765,1,0.0397,0.422,0.142,0.703,93.073,4.0,6.0,2.4903833333333334
237,The Yardbirds,Over Under Sideways Down - The Mono Album,46.0,0.529,0.861,-10.581,1,0.0784,0.292,0.314,0.387,96.52,4.0,6.0,2.3751166666666665
238,Wolfmother,Woman,60.0,0.191,0.948,-3.496,0,0.217,2.78e-05,0.0945,0.215,150.753,4.0,10.0,2.927783333333333
239,Led Zeppelin,No Quarter - Remaster,56.0,0.339,0.34,-14.377,1,0.0385,0.657,0.375,0.117,142.362,4.0,10.0,6.98555
240,Hollow Front,Falling Apart,48.0,0.534,0.979,-3.645,0,0.0987,0.00292,0.256,0.236,119.993,4.0,10.0,4.066666666666666
241,The Beatles,I Want To Hold Your Hand - Remastered 2015,72.0,0.49,0.715,-5.549,1,0.0476,0.386,0.311,0.866,130.726,4.0,10.0,2.429116666666667
242,Beloved,Only Our Faces Hide,30.0,0.361,0.954,-4.097,1,0.0575,2e-05,0.309,0.176,172.944,4.0,10.0,3.8808833333333332
243,The Cult,She Sells Sanctuary,69.0,0.55,0.765,-8.684,1,0.0287,4.76e-06,0.132,0.419,139.46,4.0,10.0,4.2088833333333335
244,Carach Angren,Franckensteina Strataemontanus,39.0,0.57,0.916,-6.899,1,0.043,0.00439,0.135,0.359,100.041,4.0,8.0,3.050133333333333
245,Damien,To The Moon,49.0,0.375,0.0412,-21.749,1,0.0444,0.995,0.107,0.127,100.74,4.0,5.0,2.85
246,Fleshkiller,Parallel Kingdom,20.0,0.45,0.977,-4.172,1,0.122,4.26e-06,0.414,0.256,130.009,3.0,8.0,4.437033333333333
247,Robert Counts,What Do I Know (feat. HARDY),52.0,0.533,0.589,-6.14,1,0.0299,0.0405,0.111,0.351,140.049,4.0,10.0,3.4736333333333334
248,Edgar Winter's White Trash,Keep Playin' That Rock 'n' Roll,16.0,0.695,0.864,-9.509,1,0.0344,0.0935,0.222,0.962,129.613,4.0,2.0,3.7451166666666666
249,Julia Kent,Carapace,31.0,0.479,0.325,-14.01,0,0.0333,0.161,0.104,0.222,132.046,4.0,1.0,3.5202666666666667
250,Michael Chapman,The Man Who Hated Mornings,33.0,0.551,0.58,-8.581,1,0.0363,0.493,0.213,0.473,63.321,4.0,2.0,4.1204
251,"Arthur ""Big Boy"" Crudup",My Mama Don't Allow Me,30.0,0.621,0.118,-14.222,1,0.0393,0.993,0.12,0.474,93.082,4.0,2.0,3.16735
252,Big Brother & The Holding Company,Piece of My Heart,69.0,0.443,0.727,-7.951,1,0.145,0.263,0.169,0.566,160.82,4.0,10.0,4.222216666666666
253,Timothy Kay Band,I'll Know,51.0,0.445,0.159,-14.159,1,0.0419,0.924,0.113,0.155,68.868,4.0,7.0,5.01885
254,Cody Johnson,Sad Songs and Waltzes (with Willie Nelson),54.0,0.546,0.351,-8.279,1,0.0271,0.701,0.0997,0.283,105.79,3.0,1.0,3.5311166666666667
255,Britney Spears,Just Like Me,50.72727272727273,0.753,0.591,-7.091,0,0.045,0.0741,0.108,0.563,101.941,4.0,9.0,2.742216667
256,The Weeknd,Save Your Tears,93.0,0.68,0.826,-5.487,1,0.0309,0.0212,0.543,0.644,118.051,4.0,9.0,3.5937833333333336
257,SOJA,Something To Believe In,35.0,0.812,0.645,-5.044,1,0.0377,0.499,0.0793,0.724,139.974,4.0,10.0,3.4970666666666665
258,Best Friends Club,Evil Containment Wave (Part II),20.0,0.814,0.569,-13.422,0,0.0796,0.554,0.132,0.514,120.005,4.0,9.0,4.166666666666667
259,Van Halen,Hot For Teacher,69.0,0.552,0.947,-4.671,1,0.15,0.000652,0.0637,0.465,127.631,4.0,10.0,4.71245
260,Johnny Adams,It Ain't The Same Thing,12.0,0.916,0.537,-9.303,0,0.0358,0.241,0.0549,0.908,106.951,4.0,2.0,4.215116666666667
261,Olivia Lunny,Sad To See You Happy,56.0,0.643,0.648,-5.734,1,0.0428,0.0139,0.162,0.552,139.997,4.0,9.0,2.91535
262,Rand Aldo,Desert Parade,42.0,0.211,0.109,-18.827,1,0.0371,0.882,0.0965,0.144,106.225,4.0,7.0,3.14015
263,Merle Haggard,It's Not Love (But It's Not Bad),35.0,0.659,0.281,-13.564,1,0.0268,0.189,0.112,0.518,108.287,4.0,4.0,3.35645
264,"Blxst, Tyga, Ty Dolla $ign",Chosen (feat. Ty Dolla $ign),82.0,0.571,0.767,-5.16,1,0.287,0.336,0.0809,0.605,93.421,4.0,9.0,2.69473333
265,MOSSS,Here If You Want (Pale Blue),54.0,0.761,0.6,-7.348,1,0.0765,0.269,0.108,0.557,96.015,4.0,6.0,3.317266666666667
266,The Sounds,Painted By Numbers,47.0,0.475,0.807,-3.959,0,0.0332,0.0136,0.109,0.731,145.179,4.0,10.0,3.3333333333333335
267,The Lumineers,Ho Hey,75.0,0.682,0.471,-9.182,1,0.0301,0.765,0.0908,0.421,79.907,4.0,9.0,2.7188833333333333
268,Charlotte Day Wilson,Take Care of You (feat. Syd),63.0,0.683,0.486,-9.726,0,0.11,0.822,0.276,0.279,126.985,4.0,6.0,3.5511833333333334
269,Lower Than Atlantis,Had Enough,45.0,0.561,0.823,-4.851,1,0.097,0.0029,0.492,0.525,93.504,4.0,1.0,3.346
270,Jeris Johnson,One Night,54.0,0.625,0.778,-7.207,1,0.0642,0.00921,0.103,0.961,160.039,4.0,1.0,2.7248666666666668
271,Andi,Over,65.0,0.522,0.531,-6.459,0,0.215,0.093,0.43,0.149,94.225,4.0,9.0,2.5540666666666665
272,Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)",80.0,0.601,0.532,-9.119,1,0.0286,0.432,0.0925,0.341,136.571,4.0,10.0,4.69355
273,The Ben Webster Quintet,Makin' Whoopee,40.0,0.529,0.0582,-19.131,1,0.0617,0.883,0.116,0.357,93.486,4.0,7.0,4.53155
274,The Allergies,Get Yourself Some,30.0,0.731,0.647,-7.937,0,0.0355,0.00487,0.34,0.879,108.017,4.0,2.0,3.0117833333333333
275,Kings of Leon,Echoing,58.0,0.293,0.778,-5.581,1,0.034,0.0147,0.102,0.24,147.882,4.0,10.0,3.62245
276,Shubha Mudgal,Awakning Main Sutti,1.0,0.276,0.659,-6.642,0,0.0352,0.00219,0.146,0.309,81.611,4.0,0.0,6.236083333
277,Galleons,Playing With Fire is Such a Clich√©,42.0,0.471,0.925,-4.633,1,0.0598,0.000254,0.356,0.0768,100.012,4.0,8.0,5.05
278,Zara Larsson,Morning,34.0,0.619,0.631,-6.018,1,0.104,0.131,0.246,0.772,106.309,4.0,9.0,2.92175
279,A. K. Paul,Be Honest,38.0,0.806,0.197,-12.945,1,0.207,0.252,0.0835,0.337,124.005,4.0,6.0,3.95045
280,Marilyn Manson,Third Day Of A Seven Day Binge,49.0,0.607,0.938,-3.072,1,0.0487,0.00228,0.149,0.65,110.014,4.0,8.0,4.445033333333333
281,Tori Harper,After Dark,46.0,0.647,0.512,-8.479,1,0.0381,0.856,0.134,0.0716,111.957,4.0,0.0,4.13833333
282,Saint Sister,Causing Trouble - Kormac Remix,50.0,0.306,0.54,-7.196,1,0.0414,0.625,0.152,0.147,75.382,4.0,1.0,3.7951166666666665
283,ISLAND,Do You Remember The Times,28.0,0.572,0.949,-3.498,1,0.0362,0.14,0.0705,0.607,138.013,4.0,1.0,3.747333333333333
284,Don Henley,Sunset Grill,48.0,0.557,0.577,-12.175,1,0.027,0.0796,0.0604,0.445,91.877,4.0,10.0,6.316666666666666
285,"Mukesh, Lata Mangeshkar",Aa Ab Laut Chalen,23.0,0.293,0.567,-7.705,0,0.0394,0.872,0.44,0.669,146.359,4.0,3.0,4.381783333
286,Ron Gallo,Kill the Medicine Man,32.0,0.41,0.823,-6.237,1,0.0655,0.0554,0.154,0.284,90.471,4.0,1.0,2.56195
287,Thieves Like Us,Drugs in My Body,45.0,0.689,0.657,-10.419,0,0.0449,0.00843,0.15,0.802,116.872,4.0,6.0,3.61
288,Dermot Kennedy,Shelter,47.75,0.368,0.274,-14.878,1,0.0413,0.956,0.0658,0.0459,84.549,4.0,0.0,4.5
289,"Car, the garden",A Kid From Bathroom,23.0,0.616,0.754,-3.887,0,0.0404,0.324,0.0897,0.484,113.959,4.0,10.0,2.73125
290,Sense Field,Dreams,23.0,0.505,0.659,-12.146,1,0.0256,0.0321,0.116,0.461,101.53,1.0,10.0,4.376666666666667
291,Television,Venus,47.0,0.55,0.631,-11.493,1,0.0385,0.000898,0.0503,0.908,114.553,4.0,1.0,3.8171166666666667
292,"Earth, Wind & Fire",September,80.0,0.697,0.832,-7.264,1,0.0298,0.168,0.269,0.979,125.926,4.0,10.0,3.5848833333333334
293,The Foxies,Screws,38.0,0.576,0.829,-4.323,0,0.0593,0.00265,0.304,0.652,167.99,4.0,10.0,2.7553833333333335
294,Type O Negative,Cinnamon Girl,45.0,0.484,0.913,-5.942,1,0.045,0.13,0.0992,0.465,99.052,4.0,8.0,4.138883333333333
295,Avril Lavigne,Head Above Water,69.0,0.578,0.694,-5.351,1,0.0706,0.0112,0.102,0.268,129.921,4.0,9.0,3.680833333333333
296,Tempa T,Next Hype - Instrumental,19.0,0.869,0.761,-6.449,1,0.105,0.0016,0.0736,0.281,139.973,4.0,5.0,3.994
297,Viscera,Lamb to the Slaughter,33.0,0.423,0.958,-5.251,0,0.188,2.46e-05,0.388,0.174,119.967,4.0,8.0,3.841666666666667
298,Skating Polly,Hollywood Factory,30.0,0.605,0.722,-5.852,1,0.0517,0.47,0.104,0.961,124.711,4.0,1.0,2.91755
299,"Samuel Lindon, Ensemble Cordes De La Mer",La Tour - Orchestral Version,44.0,0.179,0.059,-18.992,0,0.0387,0.985,0.101,0.0845,74.702,4.0,7.0,2.320266667
300,Black Pumas,Colors,66.0,0.546,0.696,-6.537,1,0.0335,0.0887,0.195,0.596,89.882,4.0,10.0,4.109783333333334
301,The Jesus and Mary Chain,April Skies,54.0,0.545,0.717,-6.869,1,0.036,0.00417,0.136,0.589,118.515,4.0,10.0,3.9936833333333333
302,Charlie Feathers,One Hand Loose,31.0,0.661,0.762,-9.581,1,0.038,0.792,0.121,0.911,89.292,4.0,10.0,2.408
303,Chicocurlyhead,Modelo,47.0,0.594,0.666,-5.237,0,0.211,0.565,0.0891,0.507,81.75,4.0,5.0,2.670733333333333
304,Westlife,If Your Heart's Not In It,7.6923076923076925,0.533,0.565,-7.092,1,0.0249,0.399,0.315,0.34,82.973,4.0,9.0,4.339333333
305,Rochelle Jordan,Something,34.0,0.778,0.703,-5.978,0,0.0391,0.0193,0.069,0.493,126.015,3.0,6.0,3.9919333333333333
306,Nasty Cherry,Win,49.0,0.778,0.552,-5.987,1,0.0367,0.00661,0.0815,0.499,115.032,4.0,1.0,2.7367166666666667
307,Psymon Spine,Milk,34.0,0.765,0.476,-8.069,0,0.0969,0.213,0.106,0.598,107.004,4.0,6.0,4.241016666666667
308,Power Trip,Executioner's Tax (Swing of the Axe),54.0,0.484,0.991,-4.028,0,0.0676,0.000289,0.359,0.559,167.035,4.0,8.0,3.7540833333333334
309,Nothing,Blue Line Baby,36.0,0.248,0.687,-6.233,1,0.0393,0.00224,0.0639,0.17,164.622,4.0,6.0,4.514216666666667
310,Alien Sex Fiend,I Walk The Line,36.0,0.564,0.804,-11.786,1,0.0733,0.0311,0.0463,0.397,123.716,4.0,10.0,4.86
311,Lush,Sweetness and Light,45.0,0.46,0.878,-7.903,1,0.0514,0.326,0.0967,0.34,109.903,4.0,6.0,5.284883333333333
312,DJ Khaled,"I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)",83.0,0.757,0.721,-2.906,0,0.0691,0.00196,0.647,0.364,124.036,4.0,9.0,2.7561
313,Remi Wolf,Photo ID (with Dominic Fike),67.0,0.747,0.822,-5.15,1,0.0893,0.192,0.288,0.862,115.937,4.0,6.0,3.46545
314,Data,Rapture,27.0,0.541,0.882,-3.929,0,0.219,0.158,0.079,0.423,142.867,4.0,1.0,3.63955
315,Paladin,The River Dragon Has Come,28.0,0.485,0.975,-4.956,1,0.0692,3.07e-05,0.0443,0.265,139.91,4.0,8.0,5.0842
316,Michael Kiwanuka,You Ain't The Problem,59.0,0.643,0.773,-7.998,1,0.0414,0.188,0.0986,0.653,124.538,4.0,9.0,4.15555
317,Death Valley Girls,Street Justice,25.0,0.324,0.948,-4.609,1,0.0522,8.85e-06,0.165,0.342,90.542,4.0,1.0,2.67645
318,The Cult,She Sells Sanctuary,69.0,0.55,0.765,-8.684,1,0.0287,4.76e-06,0.132,0.419,139.46,4.0,6.0,4.2088833333333335
319,Part-Time Friends,Paris en ao√ªt,37.0,0.709,0.554,-9.802,1,0.0734,0.375,0.108,0.631,138.117,4.0,6.0,3.50245
320,Concha Piquer,Tatuaje,35.0,0.46,0.223,-8.974,0,0.138,0.995,0.253,0.306,78.306,4.0,9.0,3.1366666666666667
321,Arcade Fire,Wake Up,65.0,0.252,0.8,-4.845,1,0.0368,0.12,0.118,0.29,139.361,4.0,1.0,5.588883333333333
322,Ana Alcaide,Elenion,40.0,0.701,0.204,-17.527,0,0.0406,0.964,0.0985,0.27,104.983,3.0,7.0,4.314666667
323,TDJ,Open Air,37.0,0.667,0.51,-10.133,1,0.0436,0.176,0.0857,0.16,141.077,4.0,1.0,4.192583333333333
324,Britney Spears,Don't Let Me Be the Last to Know,57.0,0.633,0.755,-6.566,1,0.0421,0.158,0.273,0.729,138.96,4.0,9.0,3.848883333
325,Institute,Bulletproof Skin,44.0,0.327,0.852,-4.798,1,0.0613,0.00295,0.12,0.222,180.075,4.0,10.0,4.41845
326,James Taylor,Fire and Rain - 2019 Remaster,73.0,0.597,0.271,-17.293,1,0.0394,0.766,0.0933,0.338,76.271,4.0,10.0,3.39355
327,James Otto,Just Got Started Lovin' You,62.0,0.705,0.606,-7.047,1,0.0243,0.159,0.242,0.876,98.001,4.0,4.0,3.910666667
328,elegant slims,Not Human,46.0,0.52,0.815,-4.758,0,0.0488,0.00172,0.089,0.466,91.972,4.0,10.0,3.3231166666666665
329,Ms. Lauryn Hill,Lost Ones,61.0,0.832,0.749,-6.129,1,0.37,0.0998,0.0837,0.65,94.899,4.0,5.0,5.5651166666666665
330,Goldfinger,Put The Knife Away,45.0,0.241,0.916,-3.9,1,0.168,0.000868,0.031,0.67,186.797,4.0,10.0,2.9654
331,Dire Straits,Money For Nothing,42.0,0.666,0.667,-9.305,0,0.0371,0.043,0.074,0.679,134.219,4.0,10.0,8.51555
332,Bleachers,Chinatown (feat. Bruce Springsteen),64.0,0.442,0.689,-5.289,1,0.0251,0.00458,0.11,0.208,89.001,3.0,6.0,4.1328
333,MAX RAD,Where Are We Now?,32.0,0.742,0.657,-10.579,0,0.105,0.0687,0.274,0.656,107.479,4.0,6.0,3.2912833333333333
334,The Faint,The Geeks Were Right,37.0,0.737,0.668,-6.261,0,0.0323,0.00405,0.385,0.961,131.009,4.0,6.0,2.937333333333333
335,Kojaque,Town's Dead,45.0,0.529,0.746,-8.288,1,0.0649,0.0271,0.158,0.184,83.978,4.0,10.0,3.105566666666667
336,Limp Bizkit,Take A Look Around,72.0,0.425,0.852,-5.607,1,0.046,0.0175,0.0935,0.512,101.968,4.0,10.0,5.350666666666666
337,Freddie King,Going Down,59.0,0.565,0.526,-11.352,1,0.0365,0.0339,0.11,0.637,167.936,4.0,2.0,3.40555
338,Nick Hakim,QADIR - Single Version,29.0,0.766,0.488,-6.402,0,0.0595,0.257,0.155,0.582,142.035,4.0,6.0,4.032
339,"Pritam, Arijit Singh","Hardum Humdum (From ""Ludo"")",50.0,0.59,0.821,-4.933,1,0.0444,0.346,0.454,0.784,116.942,4.0,3.0,3.133333333
340,Van Halen,Poundcake,39.0,0.487,0.948,-7.754,1,0.043,0.000662,0.0506,0.242,105.395,4.0,8.0,5.361783333333333
341,The Who,Behind Blue Eyes,71.0,0.394,0.622,-8.258,0,0.0336,0.213,0.0892,0.342,126.844,4.0,10.0,3.69045
342,Caitlyn Smith,Cheap Date,54.0,0.587,0.299,-6.649,1,0.0327,0.853,0.149,0.184,96.657,3.0,9.0,3.1677833333333334
343,Leroy Carr,Papa's on the House Top,29.0,0.683,0.285,-12.101,1,0.0366,0.994,0.122,0.783,94.913,4.0,2.0,2.9233333333333333
344,Fickle Friends,Cosmic Coming of Age,46.0,0.603,0.674,-8.193,1,0.0591,0.139,0.116,0.732,93.004,4.0,6.0,3.404316666666667
345,Trippie Redd,PILL BREAKER (feat. blackbear & Machine Gun Kelly),71.0,0.527,0.79,-6.268,1,0.0788,0.016,0.37,0.236,153.034,3.0,10.0,2.9509833333333333
346,bl00dwave,Blue,33.0,0.626,0.861,-7.384,0,0.0285,0.0114,0.101,0.501,110.014,4.0,6.0,2.436366666666667
347,Johnny Winter,Third Degree,42.0,0.256,0.573,-12.179,1,0.0408,0.141,0.111,0.824,205.057,3.0,2.0,6.593333333333334
348,"Gaetano Donizetti, Academy of St. Martin in the Fields, Sir Neville Marriner",String Quartet in D - Arr. for string orchestra: 1. Allegro,20.0,0.269,0.154,-18.072,1,0.0387,0.93,0.109,0.104,134.817,4.0,7.0,6.858216667
349,Chapterhouse,Breather,37.0,0.267,0.94,-7.052,1,0.0629,0.000126,0.358,0.21,155.581,4.0,6.0,4.312666666666667
350,ILLENIUM,Crawl Outta Love - The Glitch Mob Remix,41.0,0.476,0.798,-5.405,1,0.0869,0.00677,0.583,0.0372,92.781,4.0,10.0,5.1612833333333334
351,Kaiser Chiefs,Oh My God,41.0,0.367,0.938,-4.643,1,0.0464,0.0052,0.428,0.556,177.916,4.0,1.0,3.5813333333333333
352,"ATB, Topic, A7S",Your Love (9PM),88.0,0.669,0.784,-5.603,1,0.112,0.194,0.115,0.517,125.993,4.0,9.0,2.50088333
353,LO,Ani Oogiot,3.0,0.559,0.463,-11.841,1,0.0257,0.201,0.122,0.155,99.014,4.0,6.0,3.8253333333333335
354,MOSES,Cause You Got Me,46.0,0.494,0.805,-6.437,1,0.0293,0.000595,0.0636,0.571,96.996,4.0,10.0,3.8754333333333335
355,ILLENIUM,First Time,74.0,0.526,0.667,-5.451,1,0.0437,0.0505,0.321,0.43,155.085,4.0,10.0,2.762983333333333
356,Shreya Ghoshal,Mann Bheetar,19.0,0.616,0.547,-7.63,1,0.0342,0.739,0.121,0.345,110.025,4.0,0.0,6.484166667
357,MOD SUN,Heavy (feat. blackbear),65.0,0.367,0.707,-4.698,0,0.044,0.00806,0.358,0.377,83.032,4.0,1.0,2.7960833333333333
358,Glass Animals,Tangerine,69.0,0.845,0.583,-5.948,0,0.0773,0.114,0.1,0.842,149.941,4.0,6.0,3.3430666666666666
359,Aerosmith,Train Kept a Rollin',53.0,0.359,0.854,-9.799,0,0.0418,0.00194,0.841,0.472,99.414,4.0,10.0,5.5537833333333335
360,Bathtub Cig,My Friend,26.0,0.689,0.208,-15.944,1,0.0344,0.96,0.0933,0.194,96.052,4.0,6.0,3.6752333333333334
361,Louf,Formation - Otik Remix,33.0,0.434,0.599,-11.966,0,0.0734,0.00189,0.0929,0.436,109.188,5.0,1.0,7.277166666666667
362,Black Sabbath,Iron Man - 2012 - Remaster,38.0,0.336,0.796,-10.845,0,0.0896,0.00361,0.0621,0.417,155.28,4.0,10.0,5.89355
363,Yung Bleu,Ghetto Love Birds,57.0,0.604,0.522,-6.796,1,0.0924,0.734,0.113,0.287,93.169,4.0,5.0,3.10065
364,George Strait,The Fireman,56.0,0.664,0.601,-13.379,1,0.0616,0.137,0.0567,0.934,168.979,4.0,4.0,2.572666667
365,BENEE,Night Garden (feat. Kenny Beats & Bakar),55.0,0.712,0.625,-4.925,0,0.29,0.0154,0.0509,0.48,177.94,4.0,6.0,3.69775
366,DDG,Get What You Want (feat. PnB Rock),50.0,0.799,0.494,-12.029,1,0.266,0.147,0.115,0.234,136.019,4.0,5.0,3.103266666666667
367,Eugene Bridges,In Your Arms Again,8.0,0.668,0.614,-7.882,0,0.0278,0.127,0.367,0.46,103.57,4.0,2.0,5.142883333333334
368,Dead Pony,Speak of the Devil,32.0,0.431,0.777,-7.853,1,0.0494,0.000207,0.105,0.361,76.027,4.0,10.0,3.5882666666666667
369,iann dior,Darkside,58.0,0.695,0.869,-6.914,1,0.0264,0.71,0.343,0.92,123.991,4.0,10.0,2.581183333333333
370,Johnny Adams,This Time I'm Gone For Good,29.0,0.418,0.387,-11.79,0,0.0634,0.216,0.142,0.361,202.033,3.0,2.0,4.672666666666666
